,ESP-1,ESP-2,ESP-3,mean
1.0,107.1029659069874,87.83077245987796,29.15048163743912,74.69474000143482
1.01,100.82745452016685,82.58357363377382,27.438123496226027,70.28305055005556
1.02,95.01982714370855,77.73639931061179,25.853599530498595,66.20327532827298
1.03,89.63752186068656,73.25201260909228,24.385313353739146,62.42494927450599
1.04,84.6424457106412,69.0979260616488,23.02375578230611,58.92137585153205
1.05,80.00061076993956,65.24416328944237,21.758900414521815,55.66789149130125
1.06,75.6816027217649,61.66402275023848,20.582682395369886,52.64276928912442
1.07,71.65791426499001,58.33368513532599,19.48846187222146,49.826687090845816
1.08,67.90526102003427,55.23167707874533,18.467309506553647,47.20141586844442
1.09,64.40124802585648,52.338873839878104,17.513779672761757,44.75130051283211
1.1,61.12551470981459,49.63811532244898,16.6231732401978,42.46226775748712
1.11,58.05970835333545,47.113600791291496,15.7896697386744,40.32099296110045
1.12,55.18751722390923,44.7509439796923,15.007998649046938,38.31548661754949
1.1300000000000001,52.493383015531734,42.53740415768422,14.274240025489414,36.435009066235125
1.1400000000000001,49.96396419726523,40.46139969343307,13.585723694497673,34.670362528398655
1.1500000000000001,47.58679724013016,38.5121424965371,12.939216492475053,33.01271874304744
1.1600000000000001,45.35029087973939,36.68019918535116,12.331071572398244,31.45385387916293
1.1700000000000002,43.24396099624873,34.957065528132155,11.758717039553582,29.98658118797816
1.1800000000000002,41.25880561073467,33.33430203061912,11.219710333389,28.604272658247595
1.1900000000000002,39.385819908604965,31.80460063018524,10.711531981395908,27.300650840062037
1.2000000000000002,37.617247297229454,30.362683147481587,10.231392720520342,26.07044105507713
1.2100000000000002,35.94558745101358,29.00110493595646,9.778628082510533,24.908440156493526
1.2200000000000002,34.364471941637326,27.714190566071963,9.352086910553345,23.810249806087544
1.2300000000000002,32.867809756457184,26.49688569800426,8.948819327310023,22.77117159392382
1.2400000000000002,31.449645789392438,25.34458505682894,8.566668829495732,21.786966558572374
1.2500000000000002,30.104819371158182,24.252990163282835,8.205761654786128,20.854523729742382
1.2600000000000002,28.828886432153308,23.217874339066377,7.864257811819939,19.970339527679872
1.2700000000000002,27.61758998674286,22.23560015162697,7.5423814824454425,19.131857206938424
1.2800000000000002,26.466380844028546,21.302786806510422,7.24017349944879,18.336447049995922
1.2900000000000003,25.371783048271514,20.416447676041155,6.954518100672224,17.580916274994966
1.3000000000000003,24.330382689921397,19.573567130633872,6.683959001650462,16.862636274068578
1.3100000000000003,23.338995349207533,18.77143591349742,6.427340936936186,16.179257399880377
1.3200000000000003,22.395068049914453,18.007577855419406,6.1859751500164695,15.52954035178344
1.3300000000000003,21.495246528098743,17.279689281762487,5.958845072123262,14.91126029399483
1.3400000000000003,20.637324472554017,16.586053627236634,5.743562235125291,14.32231344497198
1.3500000000000003,19.818594501196483,15.924608961883521,5.540076272267838,13.76109324511595
1.3600000000000003,19.036734518778278,15.293016482947074,5.348480679265009,13.226077226996788
1.3700000000000003,18.2896999579433,14.689855189186957,5.167560602293932,12.715705249808062
1.3800000000000003,17.575835191756443,14.116338858146682,4.996211078820579,12.229461709574567
1.3900000000000003,16.893075543910044,13.572015098221165,4.834642100523814,11.766577580885007
1.4000000000000004,16.240021648486078,13.055354586159016,4.681908754720108,11.325761663121733
1.4100000000000004,15.61478698529882,12.564176101906543,4.5370380212153165,10.905333702806894
1.4200000000000004,15.016383419359936,12.097241108371746,4.401627114812009,10.505083880847897
1.4300000000000004,14.444199426885417,11.652002511703463,4.27385507489773,10.12335233782887
1.4400000000000004,13.89622577482218,11.226590790336564,4.153268926927209,9.758695164028651
1.4500000000000004,13.37152587454718,10.820838761932537,4.04014174625527,9.410835460911661
1.4600000000000004,12.869347836934054,10.43355311350245,3.9339236403043607,9.078941530246954
1.4700000000000004,12.388238278128345,10.06363025234266,3.8356803720291963,8.762516300833399
1.4800000000000004,11.926330593035589,9.709567386905015,3.7443367758110404,8.460078251917214
1.4900000000000004,11.482923583965267,9.370314122313982,3.6583589823133154,8.170532229530854
1.5000000000000004,11.0575800178462,9.046414779319637,3.5789907245665846,7.894328507244141
1.5100000000000005,10.650235506409313,8.735816809516267,3.5054660441406953,7.630506120022093
1.5200000000000005,10.259062531182778,8.437802518114148,3.437185402937111,7.378016817411345
1.5300000000000005,9.882920757142603,8.153216993907003,3.373335040927497,7.136490930659035
1.5400000000000005,9.521693528509179,7.880251424657419,3.3146134176233644,6.905519456929987
1.5500000000000005,9.17506519445861,7.618812509419164,3.2612620011537663,6.6850465683438465
1.5600000000000005,8.841067066113727,7.368585261450491,3.2126722961977334,6.474108207920651
1.5700000000000005,8.519941066082508,7.1285119067086,3.1714037897946548,6.273285587528588
1.5800000000000005,8.211232162125933,6.899483168314278,3.1356743085081717,6.082129879649461
1.5900000000000005,7.913950130869059,6.682222533591305,3.1033450355650594,5.899839233341808
1.6000000000000005,7.62836652180833,6.474586837751552,3.073401695630444,5.725451685063441
1.6100000000000005,7.353503889968465,6.276695686480381,3.046104686248725,5.5587680875658565
1.6200000000000006,7.08923284558443,6.088372635763508,3.0220867732768815,5.3998974182082735
1.6300000000000006,6.83407303619453,5.910458958779118,3.000259296252749,5.248263763742132
1.6400000000000006,6.587893488095182,5.7411452074263,2.981147610639344,5.103395435386942
1.6500000000000006,6.3511968395725145,5.579639962402436,2.9647018959492915,4.965179565974748
1.6600000000000006,6.123135571102207,5.427048840143131,2.9500129235103763,4.833399111585238
1.6700000000000006,5.904205070103821,5.2817300820060735,2.937640236701954,4.707858462937283
1.6800000000000006,5.693573006632886,5.1430178633802655,2.9263985539904662,4.587663141334539
1.6900000000000006,5.490422147447821,5.010424259216425,2.915883941701906,4.472243449455384
1.7000000000000006,5.295424116845514,4.882717107645841,2.9068578876120625,4.36166637070114
1.7100000000000006,5.109034258791454,4.761522884237653,2.8994975757648485,4.256684906264652
1.7200000000000006,4.93026134753507,4.6454566146713665,2.8948452972161327,4.156854419807523
1.7300000000000006,4.760745414343234,4.534306560087262,2.8930059519194717,4.062685975449989
1.7400000000000007,4.598592796470039,4.427247822851055,2.8943442577820897,3.9733949590343944
1.7500000000000007,4.442784997069434,4.324178977704134,2.8975255104069335,3.8881631617268333
1.7600000000000007,4.295558284008115,4.225752601886536,2.903734294389021,3.8083483934278903
1.7700000000000007,4.155667693316406,4.131179471533166,2.912051171002729,3.7329661119507667
1.7800000000000007,4.0227559447157155,4.039508646117861,2.9218842022066505,3.6613829310134087
1.7900000000000007,3.895224044870009,3.9511862148258583,2.9329331243233265,3.5931144613397312
1.8000000000000007,3.7731394013573776,3.86640496195352,2.944034871743184,3.527859745018027
1.8100000000000007,3.656728463992819,3.785287368994937,2.9560140195308358,3.466009950839531
1.8200000000000007,3.5469391663340324,3.7086425032655708,2.969319240806486,3.4083003034686965
1.8300000000000007,3.443315085914551,3.6355282241894713,2.9828437986833647,3.353895702929129
1.8400000000000007,3.346281591486119,3.5660925078283254,2.9972073872642935,3.303193828859579
1.8500000000000008,3.2548420556097333,3.5009453941751234,3.0122145505644937,3.2560006667831165
1.8600000000000008,3.1687169335125005,3.438684239116167,3.027745528295323,3.211715566974664
1.8700000000000008,3.0864731187153605,3.380147787829192,3.044482291669878,3.170367732738143
1.8800000000000008,3.008370676219659,3.3252849657211705,3.0616545245215634,3.1317700554874643
1.8900000000000008,2.9350377479968683,3.274143773053441,3.079227930714748,3.096136483921686
1.9000000000000008,2.8659805913061547,3.2257892614838,3.0966184562395402,3.062796103009832
1.9100000000000008,2.800474398562831,3.180157199603727,3.1150736597350526,3.03190175263387
1.9200000000000008,2.738121546683708,3.1372254334680867,3.134185915400375,3.0031776318507233
1.9300000000000008,2.679736484684802,3.096570308196192,3.1544943379412063,2.9769337102740665
1.9400000000000008,2.6258488855495434,3.058710193641565,3.1747160532784973,2.9530917108232018
1.9500000000000008,2.575496518285467,3.024157698950895,3.1947076382355695,2.9314539518239773
1.9600000000000009,2.528895901793553,2.9920787130849775,3.2143424648560015,2.911772359911511
1.9700000000000009,2.485573211686822,2.9623257808599908,3.233806201142489,2.8939017312297675
1.9800000000000009,2.444995392125776,2.9350918105062656,3.253441451458271,2.8778428846967707
1.9900000000000009,2.407942524280571,2.909879475640096,3.2743624340052397,2.864061477975303
2.000000000000001,2.3742323011394486,2.886674480722583,3.2957787092771675,2.8522284970463994
2.0100000000000007,2.342664732523906,2.8646575900854585,3.316841784262007,2.8413880356237904
2.020000000000001,2.3138966218501866,2.844143325475862,3.3376254801557312,2.83188847582726
2.030000000000001,2.288721671892462,2.824831883411598,3.3586737597543226,2.8240757716861276
2.040000000000001,2.266669101058983,2.8080733284641535,3.379316815120776,2.818019748214637
2.0500000000000007,2.2478800202984894,2.792961393255646,3.4001841290818007,2.8136751808786453
2.060000000000001,2.233088877996948,2.78036652170048,3.4210698225184166,2.8115084074052814
2.070000000000001,2.222161628897858,2.769957848885894,3.4419445015356356,2.8113546597731287
2.080000000000001,2.2145455133985434,2.760994494871787,3.4626436853469276,2.8127278978724193
2.0900000000000007,2.2093454108060757,2.752830185329796,3.4829604434381296,2.8150453465246668
2.100000000000001,2.207661558680343,2.746018701991906,3.503097968395848,2.818926076356032
2.110000000000001,2.2084833609642383,2.7413103688918374,3.5230275822331554,2.82427377069641
2.120000000000001,2.2124068691199383,2.7388362522654317,3.5430081216447236,2.831417081010031
2.130000000000001,2.2197220690895008,2.737128371807483,3.563027548302111,2.839959329733032
2.140000000000001,2.230238455723129,2.7373730119833892,3.582909917675363,2.8501737951272936
2.1500000000000012,2.243832621452483,2.739761158809061,3.6024936451864034,2.8620291418159827
2.160000000000001,2.2608507899264114,2.743779311092565,3.6219131153303215,2.8755144054497657
2.170000000000001,2.279769942296342,2.7503081537874476,3.6410252583721534,2.8903677848186473
2.180000000000001,2.3007022807829847,2.758433918427315,3.6601844459473516,2.9064402150525503
2.1900000000000013,2.3236742897801257,2.7678402830086917,3.6794972267584374,2.923670599849085
2.200000000000001,2.3473240369928923,2.7797605619665604,3.6988683360230694,2.941984311660841
2.210000000000001,2.372645501677022,2.7932284658572613,3.71791274479512,2.9612622374431345
2.220000000000001,2.398717717513674,2.808553972536653,3.736922301669097,2.981397997239808
2.2300000000000013,2.4259205849847585,2.824788964100426,3.7558819450719674,3.002197164719051
2.240000000000001,2.4542258309051777,2.842400288735309,3.774834940766078,3.023820353468855
2.250000000000001,2.4827768900636666,2.861082225403745,3.793888173403119,3.0459157629568434
2.260000000000001,2.5119801224072393,2.8804053740089866,3.812736105403775,3.068373867273334
2.2700000000000014,2.5416992020426803,2.9000460231942244,3.83125810193959,3.0910011090588316
2.280000000000001,2.5715514645856503,2.919489529812251,3.849479998525571,3.113506997641158
2.290000000000001,2.601844487209044,2.938713588499169,3.867409562551136,3.1359892127531164
2.300000000000001,2.632325578304668,2.958430746183601,3.885035319673397,3.158597214720555
2.3100000000000014,2.6626640016556937,2.978619845197529,3.902507119291619,3.181263655381614
2.320000000000001,2.693332394700981,2.9991344701010765,3.9200680448914427,3.2041783032311666
2.330000000000001,2.7245329849126865,3.020496582490376,3.9375016997153707,3.227510422372811
2.340000000000001,2.7554307867152907,3.0425906075804656,3.954669085345765,3.2508968265471743
2.3500000000000014,2.7865853833493897,3.0648836365793657,3.9715563110569825,3.274341776995246
2.360000000000001,2.8181996022136975,3.087444151342962,3.9881762945674017,3.2979400160413537
2.370000000000001,2.850499390688799,3.1103620362019466,4.004539718388122,3.3218003817596227
2.3800000000000012,2.884360278354471,3.133064859209831,4.02066909107531,3.346031409546537
2.3900000000000015,2.918243447724505,3.1555156309473773,4.036541048226568,3.370100042299484
2.4000000000000012,2.951869360613538,3.1776274747411803,4.052160776680986,3.393885870678568
2.410000000000001,2.985367323386983,3.1995470129911925,4.0675339159758535,3.4174827507846763
2.4200000000000013,3.019253765388796,3.2212901992454555,4.082843668489276,3.4411292110411758
2.4300000000000015,3.05292019288736,3.2430570347724825,4.0979853267395585,3.4646541847998003
2.4400000000000013,3.086124087129474,3.2647384216651663,4.1129097399031185,3.487924082899253
2.450000000000001,3.11916043301732,3.2862872914115893,4.127617604867078,3.5110217764319955
2.4600000000000013,3.1518885179199425,3.3075205823882445,4.1421039904837,3.533837696930629
2.4700000000000015,3.184339185504206,3.328483468729223,4.156382857577227,3.5564018372702186
2.4800000000000013,3.2163558216429076,3.3492497559184224,4.1704460643847385,3.57868388064869
2.490000000000001,3.2484977500479904,3.3697120848805198,4.184298209441724,3.600836014790078
2.5000000000000013,3.2802176427852916,3.3898816503932174,4.197943766578917,3.622681019919142
2.5100000000000016,3.3115486017713724,3.4098012050790185,4.21139211084374,3.6442473058980434
2.5200000000000014,3.3423917168010036,3.429413361620205,4.224696223540528,3.6655004339872455
2.530000000000001,3.3727490069915977,3.448760997493253,4.237963578305855,3.6864911942635685
2.5400000000000014,3.402739510596766,3.4678850678267827,4.251037451074861,3.7072206764994697
2.5500000000000016,3.4323677744177474,3.486830354770804,4.263922195087609,3.7277067747587203
2.5600000000000014,3.4616207910409686,3.50548931615381,4.276622562903239,3.747910890032673
2.570000000000001,3.4904717249515835,3.5238679933402044,4.289142362120429,3.7678273601374053
2.5800000000000014,3.5190542265885933,3.541972266605093,4.301499145535118,3.7875085462429348
2.5900000000000016,3.5472715907486467,3.559841254749841,4.31368118133653,3.8069313422783395
2.6000000000000014,3.575135956321878,3.577543476817404,4.3257053933571274,3.826128275498803
2.610000000000001,3.6027587948839326,3.5949862374203763,4.337563921876637,3.8451029847269815
2.6200000000000014,3.6301171656445868,3.612174856373106,4.349257777745671,3.8638499332544547
2.6300000000000017,3.657254247540215,3.629114515473615,4.360790205864794,3.8823863229595417
2.6400000000000015,3.684205046908989,3.6458113898799622,4.3721692766467335,3.9007285711452284
2.6500000000000012,3.7108986505005723,3.662357112576143,4.383404011755588,3.918886591610768
2.6600000000000015,3.7374094996771956,3.678705587820941,4.394486404142253,3.93686716388013
2.6700000000000017,3.7636161153539853,3.69482283700056,4.4054193895079745,3.9546194472875063
2.6800000000000015,3.7896660843412344,3.7107508339870487,4.416205831296944,3.9722075832084087
2.6900000000000013,3.815449132515196,3.7265069555296804,4.42684852284297,3.9896015369626157
2.7000000000000015,3.8409299067224416,3.7420440569502804,4.43735018944183,4.00677471770485
2.7100000000000017,3.8660673463975623,3.7573664113194054,4.447713490352219,4.023715749356396
2.7200000000000015,3.8909088884312695,3.772478185993108,4.45794102072812,4.040442698384166
2.7300000000000013,3.915518307771286,3.787383445754805,4.468035313485238,4.056979022337109
2.7400000000000015,3.9398485027365755,3.8020861558487042,4.477998841104092,4.073311166563124
2.7500000000000018,3.9638717211262153,3.816590184909011,4.487835892461851,4.089432599499026
2.7600000000000016,3.987643943834162,3.830978964609544,4.497559970483706,4.105394292975803
2.7700000000000014,4.011236948602227,3.8451817489509463,4.507161489625949,4.121193395726374
2.7800000000000016,4.03456625579494,3.8591957705703326,4.516654718949163,4.136805581771479
2.790000000000002,4.057619179138202,3.8730780544907755,4.526034843066224,4.152244025565067
2.8000000000000016,4.080406866804526,3.886808829982304,4.535305692263195,4.167507129683342
2.8100000000000014,4.10290518980041,3.90036008161517,4.54446109943423,4.1825754569499365
2.8200000000000016,4.125143058576857,3.91373511577765,4.553503117921992,4.1974604307588335
2.830000000000002,4.1471051816027975,3.9269371614568382,4.562433754262951,4.212158699107529
2.8400000000000016,4.168776854492343,3.9399693724190286,4.57125496947836,4.226667065463244
2.8500000000000014,4.190205465453537,3.952834829318666,4.579968680323652,4.241002991698618
2.8600000000000017,4.2114644450510195,3.9655365417385298,4.588576760497789,4.255192582429113
2.870000000000002,4.2325425843339985,3.9780774501636875,4.597081041814036,4.269233692103907
2.8800000000000017,4.253359978292674,3.990540378700194,4.605483315333544,4.283127890775471
2.8900000000000015,4.2739092621924,4.002848813460502,4.613785332463102,4.296847802705335
2.9000000000000017,4.294195270864077,4.015003845747977,4.621994308561443,4.310397808391166
2.910000000000002,4.314235055887082,4.027008176280231,4.63011488007507,4.323786037414127
2.9200000000000017,4.334024165662557,4.038864445230305,4.63814794352598,4.33701218480628
2.9300000000000015,4.353563661086956,4.0506098620357145,4.6460931056947885,4.350088876272486
2.9400000000000017,4.3729051197333915,4.062259662338181,4.653945949742758,4.363036910604777
2.950000000000002,4.3920057180222365,4.07383023922897,4.66170801394564,4.375847990398949
2.9600000000000017,4.410869081205568,4.085280001990529,4.669380803643243,4.38850996227978
2.9700000000000015,4.42949934421352,4.096592011378495,4.676965792094321,4.401019049228779
2.9800000000000018,4.447930503883691,4.10776861299617,4.684464421305502,4.413387846061788
2.990000000000002,4.466168607652889,4.1188121015255215,4.691878102835174,4.425619604004528
3.0000000000000018,4.484184738433148,4.1297252273191685,4.699208218573189,4.437706061441836
3.0100000000000016,4.501982692147919,4.140510108445088,4.706456637234509,4.449649812609173
3.020000000000002,4.519569599726295,4.151179343103079,4.713624324738571,4.461457755855982
3.030000000000002,4.5369885373030305,4.161727258838529,4.720712412505926,4.473142736215828
3.040000000000002,4.554199656119553,4.172152670661602,4.727729902941359,4.484694076574171
3.0500000000000016,4.571214435228122,4.182457596400092,4.734675674998288,4.496115902208834
3.060000000000002,4.588035948284266,4.192705887569573,4.7415454634232,4.507429099759013
3.070000000000002,4.604659695873151,4.202854125020047,4.748340464081031,4.51861809499141
3.080000000000002,4.621088951653496,4.212899562244766,4.755061848599401,4.5296834541658875
3.0900000000000016,4.637326920390793,4.222831113936099,4.7617107649650645,4.5406229330973185
3.100000000000002,4.653376739702673,4.232650613649515,4.76828833810319,4.551438563818459
3.110000000000002,4.66924148175283,4.2423598572194505,4.774795670440005,4.5621323364707616
3.120000000000002,4.684924176261032,4.251960603696677,4.781233842449377,4.572706207469029
3.1300000000000017,4.700472454873873,4.261458738501573,4.787603913183846,4.583178368853097
3.140000000000002,4.715843989069813,4.270932289579642,4.793906920790602,4.593561066480018
3.150000000000002,4.731041613265043,4.280307277680141,4.800143883012917,4.6038309246527005
3.160000000000002,4.746068104013196,4.2896231777516745,4.806315797677483,4.614002359814117
3.1700000000000017,4.760926181428645,4.298869070467024,4.812423643168111,4.624072965021259
3.180000000000002,4.775618510569039,4.3080501363039305,4.818468378886236,4.634045675253069
3.190000000000002,4.790147702778393,4.317170513870015,4.824450945698642,4.6439230541156835
3.200000000000002,4.804553550898676,4.3261957549305015,4.8303722663728035,4.653707190733994
3.2100000000000017,4.818806470993197,4.335134936589852,4.836233246000254,4.663391551194434
3.220000000000002,4.832903319798527,4.3439786438032195,4.8420347724083435,4.672972245336697
3.230000000000002,4.846846513509817,4.3527283291394365,4.847777716560754,4.682450853070002
3.240000000000002,4.860665624123075,4.361385416870574,4.853462932947116,4.691837991313588
3.2500000000000018,4.874377168976108,4.369951303638774,4.859091259962089,4.70113991085899
3.260000000000002,4.887959216185723,4.378433138093987,4.864663520274192,4.710351958184634
3.2700000000000022,4.901395867209093,4.386841822581521,4.870180521184744,4.7194727369917855
3.280000000000002,4.914689325390707,4.395168614209033,4.875643054977182,4.728500331525641
3.290000000000002,4.927841751475926,4.403409288272635,4.88105189925708,4.737434313001881
3.300000000000002,4.9408700878205964,4.411565115837589,4.886407817283127,4.746281006980437
3.3100000000000023,4.953787896858029,4.419637343918554,4.891711558289356,4.755045599688646
3.320000000000002,4.966570479357928,4.427627196030565,4.896963857798888,4.76372051106246
3.330000000000002,4.979219841715796,4.435546667246424,4.902165437929435,4.772310648963885
3.340000000000002,4.991737952315563,4.44338812399901,4.907317007690814,4.780814361335129
3.3500000000000023,5.004126742399223,4.451150627104101,4.912419710556694,4.789232360020006
3.360000000000002,5.016388106913248,4.458839559286816,4.917473822781121,4.797567162993729
3.370000000000002,5.028523905332511,4.466459798465394,4.922479969948048,4.805821224581984
3.380000000000002,5.040535962462397,4.474004327355668,4.927438811540532,4.8139930337862
3.3900000000000023,5.052426069219739,4.481474221869817,4.932350995308303,4.822083762132619
3.400000000000002,5.064195983393249,4.488878504636667,4.937217157522129,4.830097215184016
3.410000000000002,5.075847430384031,4.496214951005106,4.942037923221717,4.838033434870285
3.420000000000002,5.087399208616859,4.503482665012718,4.946813906457323,4.8458985933623
3.4300000000000024,5.098858257464892,4.510688957254802,4.951545710525252,4.853697641748315
3.440000000000002,5.1102431500719065,4.517825501714181,4.956233928197448,4.861434193327845
3.450000000000002,5.12155622020084,4.524893265366611,4.960879141945316,4.869109542504256
3.460000000000002,5.13279272700726,4.531893197958925,4.965481924157957,4.876722616374714
3.4700000000000024,5.143923573385038,4.538826232381355,4.9700428373549705,4.884264214373788
3.480000000000002,5.155007903877022,4.54569328503046,4.9745624887774555,4.891754559228311
3.490000000000002,5.166001661412224,4.55249762268862,4.979041609279036,4.8991802977932934
3.500000000000002,5.176892376488142,4.559247325592997,4.983480487747597,4.906540063276245
3.5100000000000025,5.187724666857032,4.565933603254269,4.987879649293589,4.913845973134964
3.5200000000000022,5.198482224997899,4.572557310705296,4.9922396101450905,4.921093048616096
3.530000000000002,5.209136720184752,4.579119288149684,4.996560877831139,4.928272295388525
3.5400000000000023,5.219689558468556,4.585620361273972,5.000843951360591,4.935384623701039
3.5500000000000025,5.230142121330742,4.5920613415521245,5.005089321396674,4.94243092809318
3.5600000000000023,5.240495766202831,4.598443026542545,5.009297470427325,4.949412087724234
3.570000000000002,5.250751826973224,4.604766200177826,5.013468872931456,4.956328966694168
3.5800000000000023,5.2609116144815005,4.611031633047434,5.017603995541235,4.963182414356723
3.5900000000000025,5.270992222242063,4.617240082673515,5.021703297200496,4.969978534038691
3.6000000000000023,5.281002725261854,4.6234003867714275,5.025767229319411,4.976723447117564
3.610000000000002,5.290920359557179,4.629508965943181,5.029796235925477,4.98340852047528
3.6200000000000023,5.300746354033583,4.63556433601373,5.033790753810963,4.990033814619426
3.6300000000000026,5.310481916744515,4.6415753681124965,5.037751212676887,4.9966028325113
3.6400000000000023,5.32012823531991,4.647532833514918,5.041678035273627,5.003113034702818
3.650000000000002,5.329686477384461,4.6534378689149785,5.04557163753825,5.009565327945897
3.6600000000000024,5.3391577909658805,4.659301961789537,5.049432428728652,5.01596406049469
3.6700000000000026,5.348543304893421,4.665121593460372,5.053260811554586,5.02230856996946
3.6800000000000024,5.35784412918692,4.670894503665482,5.057057182305677,5.028598605052693
3.690000000000002,5.3670613554366255,4.676616988942984,5.060821930976482,5.0348334251186975
3.7000000000000024,5.37619605717405,4.682289683553696,5.064555441388696,5.041013727372147
3.7100000000000026,5.385249290234096,4.687913211468272,5.068258091310547,5.047140197670972
3.7200000000000024,5.394222093108694,4.693488186570209,5.071930252573497,5.0532135107508
3.730000000000002,5.403115487292165,4.6990152128541895,5.075572291186281,5.059234330444212
3.7400000000000024,5.411930477618548,4.7044948846198285,5.079184567446367,5.0652033098949145
3.7500000000000027,5.420668052591083,4.709927786660986,5.082767436048921,5.071121091766996
3.7600000000000025,5.429329184704083,4.715315035933971,5.086321246193302,5.076988488943785
3.7700000000000022,5.437914830757377,4.720671759782562,5.089846341687194,5.082810977409044
3.7800000000000025,5.446425932163524,4.726000860272901,5.093343061048404,5.08858995116161
3.7900000000000027,5.454863415247992,4.731285189767314,5.096811737604401,5.094320114206568
3.8000000000000025,5.463228191542487,4.736525290963931,5.100252699589652,5.1000020606986896
3.8100000000000023,5.471521158071594,4.7417216980643735,5.103666270240804,5.105636375458924
3.8200000000000025,5.479743197632944,4.746874936935683,5.107052767889779,5.111223634152801
3.8300000000000027,5.48789517907101,4.751995897799854,5.110412506054813,5.1167678609752265
3.8400000000000025,5.49597795754477,4.757075387979288,5.113745793529527,5.122266379684529
3.8500000000000023,5.503992374789332,4.762113155909296,5.117052934470033,5.127719488389554
3.8600000000000025,5.511939259371724,4.767109696581493,5.12033422848017,5.133127728144463
3.8700000000000028,5.519819426940962,4.77206549739695,5.123589970694874,5.138491631677595
3.8800000000000026,5.527633680472558,4.776981038307962,5.126820451861769,5.143811723547429
3.8900000000000023,5.535382810507624,4.7818567919567245,5.130025958420993,5.1490885202951135
3.9000000000000026,5.543067595386673,4.7866932238109525,5.133206772583314,5.154322530593647
3.910000000000003,5.5506888014782785,4.791490792296564,5.136363172406575,5.159514255393805
3.9200000000000026,5.558247183402721,4.796249948927484,5.1394954318705155,5.164664188066907
3.9300000000000024,5.565743484250733,4.800973761687276,5.142603820950005,5.169773688962671
3.9400000000000026,5.5731784357974705,4.805668754186868,5.145688605686724,5.174845265223687
3.950000000000003,5.580552758711843,4.810336475049707,5.14875004825933,5.179879760673626
3.9600000000000026,5.58786716276129,4.814967370833745,5.151788407052156,5.184874313549064
3.9700000000000024,5.5951223470121585,4.819561861954124,5.154803936722467,5.189829381896249
3.9800000000000026,5.602319000025732,4.824120362613985,5.157796888266305,5.194745416968673
3.990000000000003,5.609457800050082,4.828643280916373,5.1607675090829686,5.199622863349808
4.000000000000003,5.61653941520779,4.833131018973779,5.163716043038156,5.204462159073242
